pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,release_spin_rate,spin_axis,pfx_x,pfx_z,plate_x,plate_z,sz_top,sz_bot,balls,strikes,outs_when_up,inning,inning_topbot,stand,p_throws,bat_score,fld_score,at_bat_number,pitch_number,game_pk,batter,pitcher,description,events
FF,93.5,3.24,53.82,5.29,2192,114,1.21,0.78,-0.64,2.34,3.44,1.54,0,0,0,1,Bot,L,L,0,2,6,1,745602,656941,519242,called_strike,batter still up
FF,94.8,3.3,53.99,5.32,2289,121,1.23,1.21,0.23,2.57,3.37,1.62,0,1,0,1,Bot,L,L,0,2,6,2,745602,656941,519242,hit_into_play,home_run
FF,93.7,3.43,53.88,5.23,2246,116,1.17,1.24,1.27,4.11,3.55,1.76,0,0,0,1,Bot,R,L,1,2,7,1,745602,607208,519242,ball,batter still up
FF,93.2,3.45,54.07,5.29,2186,119,1.08,1.06,0.88,2.1,3.6,1.78,1,0,0,1,Bot,R,L,1,2,7,2,745602,607208,519242,called_strike,batter still up
SL,78.3,3.54,54.4,5.11,2414,314,-1.33,-0.59,-0.65,2.17,3.44,1.71,1,1,0,1,Bot,R,L,1,2,7,3,745602,607208,519242,swinging_strike,batter still up
FF,92.5,3.35,54.04,5.44,2118,118,0.87,1.02,0.49,4.13,3.52,1.78,1,2,0,1,Bot,R,L,1,2,7,4,745602,607208,519242,ball,batter still up
FF,95.4,3.36,53.98,5.23,2169,109,0.95,0.96,0.59,2.52,3.44,1.71,2,2,0,1,Bot,R,L,1,2,7,5,745602,607208,519242,swinging_strike,strikeout
FF,95.0,3.47,54.13,5.36,2237,116,1.11,0.73,0.99,3.68,3.61,1.55,0,0,1,1,Bot,R,L,1,2,8,1,745602,664761,519242,ball,batter still up
SL,80.3,3.27,54.2,5.18,2435,314,-0.92,-0.48,-0.55,2.2,3.57,1.62,1,0,1,1,Bot,R,L,1,2,8,2,745602,664761,519242,hit_into_play,field_out
SL,78.4,3.36,54.32,5.11,2428,312,-1.15,-0.6,-0.25,1.38,3.57,1.54,0,0,2,1,Bot,R,L,1,2,9,1,745602,592663,519242,ball,batter still up
SL,78.6,3.44,54.31,5.19,2414,312,-1.12,-0.55,0.14,2.11,3.56,1.59,1,0,2,1,Bot,R,L,1,2,9,2,745602,592663,519242,called_strike,batter still up
FF,94.6,3.37,54.01,5.22,2187,124,1.2,0.79,0.9,3.31,3.7,1.75,1,1,2,1,Bot,R,L,1,2,9,3,745602,592663,519242,foul,batter still up
FF,95.2,3.23,54.06,5.53,2187,118,1.03,0.97,0.8,3.43,3.7,1.75,1,2,2,1,Bot,R,L,1,2,9,4,745602,592663,519242,hit_into_play,field_out
FF,93.6,3.22,53.95,5.35,2318,116,1.52,0.96,0.12,3.8,3.69,1.75,0,0,0,2,Bot,R,L,1,2,13,1,745602,592206,519242,ball,batter still up
FF,94.7,3.22,53.82,5.26,2263,120,1.32,0.94,-0.86,3.1,3.74,1.82,1,0,0,2,Bot,R,L,1,2,13,2,745602,592206,519242,ball,batter still up
SI,93.3,3.32,53.84,5.0,2130,111,1.51,-0.05,-1.49,2.39,3.69,1.78,2,0,0,2,Bot,R,L,1,2,13,3,745602,592206,519242,ball,batter still up
FF,93.3,3.4,54.2,5.26,2211,111,1.15,1.01,0.47,2.18,3.82,1.9,3,0,0,2,Bot,R,L,1,2,13,4,745602,592206,519242,called_strike,batter still up
CH,87.9,3.38,53.97,5.05,1865,100,1.22,0.24,-1.54,2.58,3.72,1.87,3,1,0,2,Bot,R,L,1,2,13,5,745602,592206,519242,ball,walk
FF,95.6,3.41,54.14,5.28,2343,117,1.52,0.73,0.71,2.71,3.35,1.54,0,0,0,2,Bot,R,L,1,2,14,1,745602,593160,519242,called_strike,batter still up
SL,79.4,3.44,54.26,5.05,2474,298,-1.34,-0.42,-0.01,1.49,3.3,1.55,0,1,0,2,Bot,R,L,1,2,14,2,745602,593160,519242,foul,batter still up
SL,80.5,3.4,54.33,5.25,2366,315,-1.17,-0.32,0.56,1.54,3.3,1.55,0,2,0,2,Bot,R,L,1,2,14,3,745602,593160,519242,hit_into_play,single
FF,95.9,3.35,54.01,5.21,2261,117,1.26,0.66,0.42,2.96,3.62,1.67,0,0,0,2,Bot,R,L,1,2,15,1,745602,624641,519242,called_strike,batter still up
FF,94.5,3.23,53.96,5.23,2294,111,1.25,0.97,-0.75,3.41,3.57,1.65,0,1,0,2,Bot,R,L,1,2,15,2,745602,624641,519242,ball,batter still up
FF,95.0,3.42,53.94,5.1,2251,106,1.17,1.0,0.3,2.75,3.29,1.55,1,1,0,2,Bot,R,L,1,2,15,3,745602,624641,519242,foul,batter still up
SL,81.7,3.34,54.24,5.29,2475,321,-1.11,-0.35,-0.28,1.46,3.29,1.55,1,2,0,2,Bot,R,L,1,2,15,4,745602,624641,519242,hit_into_play,field_out
FF,95.7,3.39,53.97,5.23,2189,119,1.16,0.99,0.54,4.33,3.61,1.61,0,0,1,2,Bot,R,L,1,2,16,1,745602,665506,519242,ball,batter still up
SL,79.2,3.39,54.29,5.33,2390,316,-1.17,-0.46,0.05,1.52,3.5,1.62,1,0,1,2,Bot,R,L,1,2,16,2,745602,665506,519242,swinging_strike,batter still up
FF,96.3,3.35,53.99,5.29,2332,114,1.41,0.88,1.45,3.01,3.5,1.62,1,1,1,2,Bot,R,L,1,2,16,3,745602,665506,519242,swinging_strike,batter still up
SL,81.9,3.3,54.19,5.23,2559,319,-1.04,-0.4,-0.39,1.16,3.5,1.62,1,2,1,2,Bot,R,L,1,2,16,4,745602,665506,519242,swinging_strike,strikeout
SL,80.5,3.44,54.21,5.19,2421,309,-0.81,-0.75,0.26,1.84,3.46,1.6,0,0,2,2,Bot,R,L,1,2,17,1,745602,679032,519242,called_strike,batter still up
FF,96.1,3.34,53.96,5.35,2290,112,0.73,1.02,0.36,3.53,3.39,1.62,0,1,2,2,Bot,R,L,1,2,17,2,745602,679032,519242,foul,batter still up
FF,95.8,3.13,54.06,5.57,2330,121,1.32,0.87,-0.44,3.67,3.39,1.62,0,2,2,2,Bot,R,L,1,2,17,3,745602,679032,519242,swinging_strike,strikeout
SL,76.9,3.2,54.23,5.19,2293,309,-1.04,-0.4,0.36,1.83,3.18,1.61,0,0,0,3,Bot,L,L,1,2,21,1,745602,656941,519242,called_strike,batter still up
SL,80.4,3.26,54.26,5.21,2361,320,-1.63,-0.48,-1.67,2.21,3.33,1.49,0,1,0,3,Bot,L,L,1,2,21,2,745602,656941,519242,ball,batter still up
SL,79.8,3.3,54.33,5.21,2250,311,-1.41,-0.74,0.4,2.3,3.37,1.62,1,1,0,3,Bot,L,L,1,2,21,3,745602,656941,519242,foul,batter still up
FF,95.8,3.07,53.85,5.57,2137,121,1.07,0.78,-0.45,3.3,3.35,1.58,1,2,0,3,Bot,L,L,1,2,21,4,745602,656941,519242,called_strike,strikeout
FF,95.9,3.15,53.95,5.27,2097,118,1.03,0.73,0.53,2.4,3.44,1.71,0,0,1,3,Bot,R,L,1,2,22,1,745602,607208,519242,foul,batter still up
FF,94.2,3.27,53.96,5.24,2236,112,1.04,1.2,-0.42,3.16,3.44,1.71,0,1,1,3,Bot,R,L,1,2,22,2,745602,607208,519242,foul,batter still up
SL,82.2,3.22,54.13,5.23,2417,327,-0.77,-0.33,-0.69,-0.1,3.37,1.69,0,2,1,3,Bot,R,L,1,2,22,3,745602,607208,519242,ball,batter still up
SL,81.2,3.22,54.24,5.22,2416,313,-1.08,-0.52,-0.51,1.96,3.44,1.71,1,2,1,3,Bot,R,L,1,2,22,4,745602,607208,519242,hit_into_play,field_out
FF,97.0,3.36,53.98,5.24,2294,110,1.19,0.74,0.72,3.21,3.57,1.62,0,0,2,3,Bot,R,L,1,2,23,1,745602,664761,519242,foul,batter still up
FF,96.4,3.16,53.96,5.63,2281,120,1.08,1.18,0.83,4.41,3.59,1.65,0,1,2,3,Bot,R,L,1,2,23,2,745602,664761,519242,ball,batter still up
SL,80.2,3.22,54.23,5.21,2354,317,-0.98,-0.61,0.16,1.93,3.57,1.62,1,1,2,3,Bot,R,L,1,2,23,3,745602,664761,519242,foul,batter still up
FF,95.7,3.16,54.05,5.51,2214,121,1.11,0.92,1.51,3.04,3.66,1.64,1,2,2,3,Bot,R,L,1,2,23,4,745602,664761,519242,ball,batter still up
FF,96.2,3.23,53.93,5.17,2143,115,1.17,0.61,-0.11,2.57,3.49,1.58,2,2,2,3,Bot,R,L,1,2,23,5,745602,664761,519242,called_strike,strikeout
SL,74.7,3.2,54.56,5.24,2164,312,-1.33,-0.46,0.44,2.38,3.54,1.54,0,0,0,4,Bot,R,L,1,3,28,1,745602,592663,519242,called_strike,batter still up
SL,77.1,3.29,54.39,5.27,2230,311,-1.1,-0.48,0.54,2.35,3.55,1.49,0,1,0,4,Bot,R,L,1,3,28,2,745602,592663,519242,called_strike,batter still up
FF,92.9,3.15,54.09,5.44,2018,118,1.16,0.63,1.05,5.64,3.58,1.61,0,2,0,4,Bot,R,L,1,3,28,3,745602,592663,519242,ball,batter still up
FF,94.9,3.2,53.99,5.36,2203,115,1.43,0.79,0.34,4.06,3.7,1.75,1,2,0,4,Bot,R,L,1,3,28,4,745602,592663,519242,swinging_strike,strikeout
FF,94.9,3.3,54.03,5.18,2186,123,1.07,0.84,-0.83,3.17,3.76,1.88,0,0,1,4,Bot,R,L,1,3,29,1,745602,592206,519242,ball,batter still up
CH,86.7,3.43,53.91,4.97,1774,91,1.48,0.25,0.45,2.09,3.87,1.84,1,0,1,4,Bot,R,L,1,3,29,2,745602,592206,519242,swinging_strike,batter still up
SL,78.3,3.28,54.36,5.22,2263,317,-0.76,-0.53,0.29,2.33,3.87,1.84,1,1,1,4,Bot,R,L,1,3,29,3,745602,592206,519242,swinging_strike,batter still up
SL,80.5,3.11,54.29,5.34,2327,315,-1.11,-0.64,0.0,0.46,3.79,1.84,1,2,1,4,Bot,R,L,1,3,29,4,745602,592206,519242,ball,batter still up
FF,95.4,3.23,54.02,5.26,2025,109,1.07,0.84,0.26,2.44,3.87,1.84,2,2,1,4,Bot,R,L,1,3,29,5,745602,592206,519242,hit_into_play,single
FF,95.9,3.35,54.05,5.23,2244,112,1.05,0.93,0.39,3.52,3.3,1.55,0,0,2,4,Bot,R,L,1,3,30,1,745602,593160,519242,foul,batter still up
FF,96.3,3.26,54.13,5.17,2303,110,1.21,0.83,0.29,2.59,3.3,1.55,0,1,2,4,Bot,R,L,1,3,30,2,745602,593160,519242,hit_into_play,field_out
FF,93.5,3.23,54.14,5.21,2201,109,1.17,1.06,0.52,2.69,3.29,1.55,0,0,0,5,Bot,R,L,1,3,34,1,745602,624641,519242,foul,batter still up
FF,92.5,3.08,54.0,5.35,2150,114,1.2,0.79,-0.56,3.98,3.6,1.66,0,1,0,5,Bot,R,L,1,3,34,2,745602,624641,519242,ball,batter still up
FF,93.7,3.31,54.11,5.27,2225,115,1.11,1.07,0.83,3.39,3.29,1.55,1,1,0,5,Bot,R,L,1,3,34,3,745602,624641,519242,swinging_strike,batter still up
FF,95.3,3.2,54.06,5.52,2230,112,1.12,0.81,0.15,3.34,3.29,1.55,1,2,0,5,Bot,R,L,1,3,34,4,745602,624641,519242,foul,batter still up
FF,93.9,3.48,54.07,5.16,2142,105,1.28,0.5,0.68,2.29,3.29,1.55,1,2,0,5,Bot,R,L,1,3,34,5,745602,624641,519242,foul,batter still up
SL,80.5,3.24,54.26,5.25,2374,312,-1.08,-0.58,0.16,1.68,3.29,1.55,1,2,0,5,Bot,R,L,1,3,34,6,745602,624641,519242,foul,batter still up
SL,80.0,3.33,54.4,5.38,2383,317,-0.8,-0.65,0.57,1.48,3.29,1.55,1,2,0,5,Bot,R,L,1,3,34,7,745602,624641,519242,hit_into_play,single
SL,77.6,3.38,54.4,5.24,2353,311,-1.0,-0.69,1.25,1.97,3.66,1.57,0,0,0,5,Bot,R,L,1,3,35,1,745602,665506,519242,ball,batter still up
SL,79.2,3.3,54.23,5.34,2371,320,-1.6,-0.88,-1.56,0.5,3.46,1.62,1,0,0,5,Bot,R,L,1,3,35,2,745602,665506,519242,blocked_ball,batter still up
FF,94.7,3.35,53.98,5.14,2147,109,1.31,0.81,-0.21,2.59,3.64,1.64,2,0,0,5,Bot,R,L,1,3,35,3,745602,665506,519242,called_strike,batter still up
FF,94.7,3.22,53.92,5.19,2187,109,1.12,0.95,-0.1,3.68,3.64,1.66,2,1,0,5,Bot,R,L,1,3,35,4,745602,665506,519242,ball,batter still up
FF,92.5,3.46,54.11,5.13,2082,111,0.94,0.82,1.73,3.36,3.57,1.61,3,1,0,5,Bot,R,L,1,3,35,5,745602,665506,519242,ball,walk
SL,75.6,3.38,54.22,5.34,2334,311,-1.15,-0.69,-1.53,1.83,3.39,1.62,0,0,0,5,Bot,R,L,1,3,36,1,745602,679032,519242,hit_by_pitch,hit_by_pitch
SL,78.8,3.49,54.43,5.29,2356,316,-1.24,-0.61,0.1,1.11,3.19,1.62,0,0,0,5,Bot,L,L,1,3,37,1,745602,656941,519242,ball,batter still up
SL,80.1,3.41,54.23,5.27,2291,316,-1.16,-0.4,0.11,2.98,3.18,1.58,1,0,0,5,Bot,L,L,1,3,37,2,745602,656941,519242,called_strike,batter still up
SL,81.0,3.24,54.19,5.41,2297,320,-0.87,-0.52,-0.93,1.73,3.37,1.62,1,1,0,5,Bot,L,L,1,3,37,3,745602,656941,519242,hit_into_play,grounded_into_double_play
FF,96.1,3.29,53.91,5.2,2171,115,1.44,0.64,0.14,2.61,3.44,1.71,0,0,2,5,Bot,R,L,2,3,38,1,745602,607208,519242,foul,batter still up
FF,97.0,3.38,53.98,5.25,2361,111,1.3,0.78,0.06,3.62,3.44,1.71,0,1,2,5,Bot,R,L,2,3,38,2,745602,607208,519242,swinging_strike,batter still up
FF,96.4,3.15,54.08,5.57,2266,120,1.09,0.91,-0.3,4.2,3.41,1.66,0,2,2,5,Bot,R,L,2,3,38,3,745602,607208,519242,ball,batter still up
SL,81.3,3.44,54.29,5.26,2305,314,-0.72,-0.2,0.51,2.35,3.44,1.71,1,2,2,5,Bot,R,L,2,3,38,4,745602,607208,519242,swinging_strike,strikeout
CH,85.6,3.31,53.98,5.03,1779,94,1.51,-0.11,1.17,2.47,3.57,1.62,0,0,0,6,Bot,R,L,2,3,42,1,745602,664761,519242,foul,batter still up
FF,94.6,3.15,53.75,5.19,2173,113,1.09,0.74,0.22,3.6,3.57,1.62,0,1,0,6,Bot,R,L,2,3,42,2,745602,664761,519242,foul,batter still up
CH,88.6,3.4,53.95,4.91,1709,96,1.37,0.07,0.89,0.82,3.59,1.6,0,2,0,6,Bot,R,L,2,3,42,3,745602,664761,519242,ball,batter still up
FF,95.4,3.13,54.14,5.43,2252,112,1.19,0.83,0.31,4.64,3.59,1.62,1,2,0,6,Bot,R,L,2,3,42,4,745602,664761,519242,ball,batter still up
FF,94.0,3.38,53.87,5.19,2284,110,1.32,0.71,0.76,2.62,3.57,1.62,2,2,0,6,Bot,R,L,2,3,42,5,745602,664761,519242,hit_into_play,single
SL,78.2,3.35,54.34,5.21,2320,309,-1.41,-0.57,0.33,2.99,3.51,1.66,0,0,0,6,Bot,R,L,2,3,43,1,745602,592663,519242,called_strike,batter still up
FF,94.3,3.25,53.72,5.02,2189,109,1.21,0.74,-0.33,2.67,3.7,1.75,0,1,0,6,Bot,R,L,2,3,43,2,745602,592663,519242,hit_into_play,field_out
FF,95.3,3.26,53.88,5.27,2122,106,0.91,0.77,0.78,3.5,3.71,1.64,0,0,0,1,Top,R,L,0,0,1,1,747141,606466,519242,ball,batter still up
FF,94.1,3.47,54.26,5.16,2092,112,1.15,0.61,-0.54,2.43,3.56,1.67,1,0,0,1,Top,R,L,0,0,1,2,747141,606466,519242,foul,batter still up
CH,86.8,3.5,54.04,4.9,1731,96,1.33,-0.07,-0.51,1.51,3.56,1.67,1,1,0,1,Top,R,L,0,0,1,3,747141,606466,519242,swinging_strike,batter still up
FF,96.0,3.43,54.02,5.26,2189,114,1.06,0.89,0.64,2.62,3.56,1.67,1,2,0,1,Top,R,L,0,0,1,4,747141,606466,519242,foul,batter still up
SL,80.0,3.44,54.17,5.17,2550,312,-1.43,-0.52,-2.02,1.8,3.47,1.69,1,2,0,1,Top,R,L,0,0,1,5,747141,606466,519242,ball,batter still up
CH,88.2,3.45,53.99,5.0,1796,90,1.48,0.05,0.29,2.18,3.56,1.67,2,2,0,1,Top,R,L,0,0,1,6,747141,606466,519242,foul,batter still up
FF,94.7,3.36,54.06,5.25,2161,110,1.13,0.71,0.56,2.88,3.56,1.67,2,2,0,1,Top,R,L,0,0,1,7,747141,606466,519242,foul,batter still up
SL,77.7,3.34,54.3,5.25,2244,315,-0.95,-0.54,-0.57,1.46,3.56,1.67,2,2,0,1,Top,R,L,0,0,1,8,747141,606466,519242,foul,batter still up
SL,77.8,3.47,54.65,5.16,2305,309,-1.13,-0.42,0.81,2.59,3.56,1.67,2,2,0,1,Top,R,L,0,0,1,9,747141,606466,519242,swinging_strike,strikeout
FF,94.6,3.46,53.83,5.21,2037,118,1.05,0.98,0.26,3.33,3.11,1.47,0,0,1,1,Top,L,L,0,0,2,1,747141,682998,519242,foul,batter still up
SL,77.4,3.25,54.46,5.22,2196,306,-1.42,-0.43,-1.34,1.34,2.97,1.31,0,1,1,1,Top,L,L,0,0,2,2,747141,682998,519242,ball,batter still up
SL,77.5,3.39,54.26,5.12,2317,306,-1.4,-0.28,-0.34,2.59,3.11,1.47,1,1,1,1,Top,L,L,0,0,2,3,747141,682998,519242,swinging_strike,batter still up
SL,79.5,3.41,54.66,5.12,2212,310,-1.3,-0.39,-0.37,0.83,3.11,1.47,1,2,1,1,Top,L,L,0,0,2,4,747141,682998,519242,hit_into_play,field_out
FF,93.6,3.55,53.91,5.19,2254,122,1.22,0.8,0.26,2.18,3.62,1.7,0,0,2,1,Top,R,L,0,0,3,1,747141,666971,519242,foul,batter still up
FF,93.9,3.12,53.66,5.44,2218,117,1.15,0.88,-1.76,2.62,3.65,1.62,0,1,2,1,Top,R,L,0,0,3,2,747141,666971,519242,ball,batter still up
FF,94.1,3.37,53.83,5.18,2328,114,1.05,0.95,-1.29,2.79,3.59,1.56,1,1,2,1,Top,R,L,0,0,3,3,747141,666971,519242,ball,batter still up
SL,78.1,3.49,54.24,5.27,2403,311,-0.97,-0.48,0.56,2.4,3.62,1.7,2,1,2,1,Top,R,L,0,0,3,4,747141,666971,519242,foul,batter still up
FF,95.5,3.45,54.18,5.27,2164,111,1.28,0.69,-1.56,2.7,3.65,1.65,2,2,2,1,Top,R,L,0,0,3,5,747141,666971,519242,ball,batter still up
FF,94.7,3.61,54.04,5.14,2213,115,1.14,1.01,0.45,2.81,3.62,1.7,3,2,2,1,Top,R,L,0,0,3,6,747141,666971,519242,foul,batter still up
SI,94.3,3.52,54.14,5.02,2042,108,1.48,0.19,1.25,2.97,3.62,1.7,3,2,2,1,Top,R,L,0,0,3,7,747141,666971,519242,foul,batter still up
SL,77.6,3.46,54.18,5.22,2258,309,-0.74,-0.79,0.3,2.79,3.62,1.7,3,2,2,1,Top,R,L,0,0,3,8,747141,666971,519242,hit_into_play,field_out
CH,84.4,3.39,54.17,5.01,1811,94,1.69,0.28,0.2,3.13,3.44,1.5,0,0,0,2,Top,R,L,0,0,7,1,747141,572233,519242,called_strike,batter still up
SL,78.2,3.34,54.26,5.24,2262,311,-0.74,-0.44,0.81,1.69,3.25,1.45,0,1,0,2,Top,R,L,0,0,7,2,747141,572233,519242,called_strike,batter still up
FF,92.8,3.24,53.54,5.48,2185,121,1.02,1.19,-0.63,4.93,3.49,1.5,0,2,0,2,Top,R,L,0,0,7,3,747141,572233,519242,ball,batter still up
FF,95.1,3.42,53.99,5.31,2220,116,1.14,1.08,-0.8,3.69,3.41,1.53,1,2,0,2,Top,R,L,0,0,7,4,747141,572233,519242,foul,batter still up
FF,94.7,3.39,53.99,5.21,2310,112,1.11,1.0,0.22,3.18,3.41,1.53,1,2,0,2,Top,R,L,0,0,7,5,747141,572233,519242,swinging_strike,strikeout
SL,77.2,3.44,54.51,5.08,2373,311,-1.01,-0.29,-1.06,1.55,3.49,1.58,0,0,1,2,Top,R,L,0,0,8,1,747141,553993,519242,ball,batter still up
SL,78.1,3.47,54.61,5.15,2441,309,-1.1,-0.28,0.76,2.05,3.46,1.61,1,0,1,2,Top,R,L,0,0,8,2,747141,553993,519242,called_strike,batter still up
FF,94.9,3.46,53.82,5.27,2327,101,1.26,0.91,-0.66,3.43,3.52,1.61,1,1,1,2,Top,R,L,0,0,8,3,747141,553993,519242,called_strike,batter still up
CH,88.9,3.51,54.06,4.96,1843,95,1.39,0.06,-0.03,1.66,3.46,1.61,1,2,1,2,Top,R,L,0,0,8,4,747141,553993,519242,foul,batter still up
FF,95.8,3.41,53.97,5.41,2340,101,1.32,0.95,0.49,2.87,3.46,1.61,1,2,1,2,Top,R,L,0,0,8,5,747141,553993,519242,swinging_strike,strikeout
SL,77.6,3.45,54.37,5.22,2278,308,-0.88,-0.34,1.44,2.15,3.31,1.55,0,0,2,2,Top,R,L,0,0,9,1,747141,545341,519242,ball,batter still up
SL,77.4,3.33,54.43,5.22,2390,314,-0.66,-0.38,-0.53,2.11,3.23,1.55,1,0,2,2,Top,R,L,0,0,9,2,747141,545341,519242,hit_into_play,field_out
FF,92.5,3.32,53.93,5.41,2128,119,1.03,1.17,0.32,4.33,3.19,1.47,0,0,0,3,Top,R,L,0,2,17,1,747141,677942,519242,ball,batter still up
SL,75.8,3.44,54.41,5.19,2326,305,-0.92,-0.57,-0.32,1.93,3.32,1.51,1,0,0,3,Top,R,L,0,2,17,2,747141,677942,519242,foul,batter still up
SL,77.3,3.39,54.07,5.3,2452,303,-0.92,-0.31,-0.3,2.43,3.16,1.47,1,1,0,3,Top,R,L,0,2,17,3,747141,677942,519242,called_strike,batter still up
FF,94.8,3.21,53.8,5.67,2299,111,1.04,1.06,-0.39,4.43,3.19,1.52,1,2,0,3,Top,R,L,0,2,17,4,747141,677942,519242,ball,batter still up
FF,93.9,3.41,54.0,5.26,2105,111,1.1,0.91,0.11,3.33,3.32,1.51,2,2,0,3,Top,R,L,0,2,17,5,747141,677942,519242,foul,batter still up
SL,80.5,3.44,54.27,5.3,2324,311,-1.01,-0.37,0.58,1.72,3.32,1.51,2,2,0,3,Top,R,L,0,2,17,6,747141,677942,519242,foul,batter still up
CH,86.8,3.53,54.12,5.0,1829,95,1.2,-0.12,1.28,2.36,3.32,1.51,2,2,0,3,Top,R,L,0,2,17,7,747141,677942,519242,hit_into_play,field_out
FF,93.5,3.48,54.17,5.14,2224,130,1.01,0.79,-0.07,2.96,3.0,1.53,0,0,1,3,Top,L,L,0,2,18,1,747141,571466,519242,called_strike,batter still up
FF,93.5,3.41,53.92,5.19,2081,109,1.1,0.64,-1.23,1.46,3.07,1.48,0,1,1,3,Top,L,L,0,2,18,2,747141,571466,519242,ball,batter still up
SL,77.3,3.38,54.3,5.26,2236,311,-0.47,-0.45,0.74,2.59,2.99,1.4,1,1,1,3,Top,L,L,0,2,18,3,747141,571466,519242,called_strike,batter still up
SL,79.7,3.37,54.25,5.19,2367,303,-0.53,-0.41,-0.25,0.67,3.07,1.45,1,2,1,3,Top,L,L,0,2,18,4,747141,571466,519242,swinging_strike_blocked,strikeout
CH,85.6,3.58,53.97,4.84,1818,94,1.44,0.12,-0.39,1.83,3.0,1.45,0,0,2,3,Top,R,L,0,2,19,1,747141,621028,519242,foul,batter still up
FF,95.1,3.35,53.83,5.14,2140,108,1.11,0.84,-0.35,2.9,3.0,1.45,0,1,2,3,Top,R,L,0,2,19,2,747141,621028,519242,hit_into_play,field_out
CH,84.4,3.32,53.95,5.01,1711,92,1.21,-0.07,-0.03,2.28,3.72,1.64,0,0,0,4,Top,R,L,0,2,23,1,747141,606466,519242,called_strike,batter still up
SL,78.4,3.31,54.36,5.38,2230,305,-0.72,-0.42,0.41,2.26,3.56,1.67,0,1,0,4,Top,R,L,0,2,23,2,747141,606466,519242,foul,batter still up
SL,78.9,3.24,53.83,5.41,2319,316,-1.04,-0.51,1.29,1.23,3.59,1.62,0,2,0,4,Top,R,L,0,2,23,3,747141,606466,519242,ball,batter still up
FF,93.3,3.45,54.07,5.21,2288,112,1.43,0.89,1.08,4.36,3.62,1.62,1,2,0,4,Top,R,L,0,2,23,4,747141,606466,519242,ball,batter still up
FF,93.7,3.46,53.96,5.27,2052,110,1.39,0.36,0.44,1.76,3.56,1.67,2,2,0,4,Top,R,L,0,2,23,5,747141,606466,519242,hit_into_play,field_out
FF,95.6,3.27,53.74,5.27,2210,113,1.28,0.58,0.44,2.11,3.11,1.47,0,0,1,4,Top,L,L,0,2,24,1,747141,682998,519242,hit_into_play,single
CH,87.8,3.36,53.91,4.9,1684,96,1.49,-0.03,-0.69,1.87,3.62,1.62,0,0,1,4,Top,R,L,0,2,25,1,747141,666971,519242,called_strike,batter still up
SL,78.0,3.32,54.28,5.28,2253,304,-0.78,-0.63,-0.51,2.09,3.62,1.7,0,1,1,4,Top,R,L,0,2,25,2,747141,666971,519242,swinging_strike,batter still up
SL,81.7,3.19,54.12,5.28,2427,320,-0.82,-0.34,-1.02,1.52,3.62,1.7,0,2,1,4,Top,R,L,0,2,25,3,747141,666971,519242,hit_into_play,single
SL,79.8,3.3,54.24,5.21,2396,305,-1.08,-0.37,-1.96,1.6,3.41,1.53,0,0,1,4,Top,R,L,0,2,26,1,747141,572233,519242,swinging_strike,batter still up
SL,80.4,3.3,54.24,5.3,2298,311,-0.67,-0.46,1.11,2.45,3.36,1.53,0,1,1,4,Top,R,L,0,2,26,2,747141,572233,519242,ball,batter still up
FF,95.4,3.46,54.01,5.17,2254,111,1.38,0.74,1.29,3.44,3.44,1.53,1,1,1,4,Top,R,L,0,2,26,3,747141,572233,519242,ball,batter still up
SL,78.8,3.34,54.07,5.25,2338,303,-0.8,-0.42,-0.52,1.81,3.41,1.53,2,1,1,4,Top,R,L,0,2,26,4,747141,572233,519242,swinging_strike,batter still up
SL,82.2,3.31,54.23,5.28,2398,300,-0.51,-0.35,1.4,2.27,3.41,1.53,2,2,1,4,Top,R,L,0,2,26,5,747141,572233,519242,foul,batter still up
FF,96.6,3.32,53.44,5.37,2224,116,1.28,0.9,0.23,3.46,3.41,1.53,2,2,1,4,Top,R,L,0,2,26,6,747141,572233,519242,foul,batter still up
CH,87.8,3.47,53.93,5.0,1686,97,1.13,-0.03,1.04,2.55,3.41,1.53,2,2,1,4,Top,R,L,1,2,26,7,747141,572233,519242,hit_into_play,single
FF,95.1,3.38,53.76,5.18,2243,105,1.1,1.02,-1.07,2.63,3.52,1.58,0,0,1,4,Top,R,L,2,2,27,1,747141,553993,519242,ball,batter still up
SL,79.5,3.35,54.08,5.2,2513,310,-0.82,-0.33,-0.44,1.69,3.46,1.61,1,0,1,4,Top,R,L,2,2,27,2,747141,553993,519242,foul,batter still up
SL,79.9,3.29,54.08,5.21,2435,312,-0.68,-0.23,-1.17,1.88,3.46,1.61,1,1,1,4,Top,R,L,2,2,27,3,747141,553993,519242,swinging_strike,batter still up
SL,80.1,3.35,54.23,5.22,2415,309,-0.68,-0.23,-0.17,1.16,3.35,1.53,1,2,1,4,Top,R,L,2,2,27,4,747141,553993,519242,ball,batter still up
FF,94.7,3.3,53.59,5.25,2242,120,1.43,0.95,-0.46,2.11,3.35,1.5,2,2,1,4,Top,R,L,2,2,27,5,747141,553993,519242,called_strike,strikeout
SL,78.6,3.34,54.27,5.24,2397,315,-0.84,-0.49,-0.96,1.5,3.23,1.55,0,0,2,4,Top,R,L,2,2,28,1,747141,545341,519242,swinging_strike,batter still up
