pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,release_spin_rate,spin_axis,pfx_x,pfx_z,plate_x,plate_z,sz_top,sz_bot,balls,strikes,outs_when_up,inning,inning_topbot,stand,p_throws,bat_score,fld_score,at_bat_number,pitch_number,game_pk,batter,pitcher,description,events
SL,90.0,2.2,54.23,5.98,2669.0,261.0,-0.23,0.48,1.57,4.31,3.49,1.59,2,2,2,3,Bot,L,L,2,0,22,6,746304,686469,669373,ball,batter still up
SL,88.4,1.81,54.16,6.17,1994.0,220.0,-0.15,0.43,-0.96,1.87,3.45,1.62,3,2,2,3,Bot,L,L,2,0,22,7,746304,686469,669373,foul,batter still up
FF,97.9,1.85,54.13,6.09,2365.0,142.0,0.63,1.28,1.39,2.17,3.4,1.59,3,2,2,3,Bot,L,L,2,0,22,8,746304,686469,669373,ball,walk
CH,83.2,1.76,54.34,6.15,1494.0,159.0,1.18,0.39,-0.72,1.61,3.64,1.72,0,0,2,3,Bot,R,L,2,0,23,1,746304,521692,669373,swinging_strike,batter still up
FF,96.0,1.73,54.11,6.14,2307.0,148.0,0.66,1.39,0.23,2.29,3.64,1.72,0,1,2,3,Bot,R,L,2,0,23,2,746304,521692,669373,foul_tip,batter still up
FF,96.5,1.71,54.23,6.3,2327.0,147.0,0.52,1.46,0.15,3.71,3.64,1.72,0,2,2,3,Bot,R,L,2,0,23,3,746304,521692,669373,foul_tip,strikeout
FF,95.8,1.64,54.2,6.21,2207.0,151.0,0.52,1.24,-0.3,2.43,3.44,1.7,0,0,0,4,Bot,R,L,2,0,29,1,746304,676369,669373,foul,batter still up
CH,84.7,1.72,54.4,6.21,1133.0,173.0,0.8,0.88,0.3,3.85,3.58,1.65,0,1,0,4,Bot,R,L,2,0,29,2,746304,676369,669373,ball,batter still up
CH,84.8,1.82,54.38,6.12,1603.0,119.0,1.19,0.56,0.24,1.18,3.58,1.76,1,1,0,4,Bot,R,L,2,0,29,3,746304,676369,669373,ball,batter still up
SI,94.7,1.69,54.12,6.1,2093.0,142.0,1.11,0.99,-0.34,2.69,3.44,1.7,2,1,0,4,Bot,R,L,2,0,29,4,746304,676369,669373,hit_into_play,home_run
SL,88.1,1.82,54.26,6.12,2249.0,179.0,-0.15,0.46,0.09,2.85,3.34,1.59,0,0,0,4,Bot,R,L,3,0,30,1,746304,666023,669373,foul_tip,batter still up
SL,88.6,2.1,54.22,6.07,2142.0,151.0,-0.19,0.53,0.46,1.75,3.26,1.44,0,1,0,4,Bot,R,L,3,0,30,2,746304,666023,669373,called_strike,batter still up
SL,89.3,2.2,54.22,5.93,1259.0,184.0,-0.26,0.51,0.85,1.82,3.26,1.56,0,2,0,4,Bot,R,L,3,0,30,3,746304,666023,669373,called_strike,strikeout
CH,86.1,1.81,54.39,6.19,1725.0,51.0,1.25,0.48,0.1,2.37,3.44,1.58,0,0,1,4,Bot,R,L,3,0,31,1,746304,680118,669373,foul_bunt,batter still up
FF,96.1,1.57,54.2,6.28,2201.0,143.0,0.44,1.34,0.59,2.46,3.55,1.65,0,1,1,4,Bot,R,L,3,0,31,2,746304,680118,669373,called_strike,batter still up
FF,97.5,1.5,54.34,6.37,2229.0,150.0,0.68,1.27,-0.29,3.73,3.44,1.58,0,2,1,4,Bot,R,L,3,0,31,3,746304,680118,669373,foul,batter still up
CH,86.9,1.79,54.36,6.1,1840.0,87.0,1.5,0.34,0.0,0.92,3.49,1.62,0,2,1,4,Bot,R,L,3,0,31,4,746304,680118,669373,ball,batter still up
FF,97.5,1.52,54.2,6.24,2258.0,146.0,0.78,1.3,0.15,3.0,3.44,1.58,1,2,1,4,Bot,R,L,3,0,31,5,746304,680118,669373,hit_into_play,field_out
FF,95.3,1.49,54.23,6.27,2306.0,147.0,0.87,1.34,1.31,2.59,3.49,1.62,0,0,2,4,Bot,R,L,3,0,32,1,746304,641658,669373,swinging_strike,batter still up
KC,78.5,1.36,54.16,6.35,2326.0,330.0,-0.43,-0.82,0.62,3.99,3.43,1.59,0,1,2,4,Bot,R,L,3,0,32,2,746304,641658,669373,ball,batter still up
FF,96.0,1.52,54.22,6.27,2322.0,153.0,0.82,1.31,0.26,1.39,3.49,1.62,1,1,2,4,Bot,R,L,3,0,32,3,746304,641658,669373,foul,batter still up
FF,97.4,1.67,54.22,6.26,2351.0,145.0,0.49,1.32,-0.2,3.37,3.49,1.62,1,2,2,4,Bot,R,L,3,0,32,4,746304,641658,669373,foul,batter still up
CH,87.0,1.72,54.42,6.15,1765.0,124.0,1.13,0.31,0.53,1.82,3.49,1.62,1,2,2,4,Bot,R,L,3,0,32,5,746304,641658,669373,swinging_strike,strikeout
SI,95.8,1.74,54.2,6.19,2226.0,137.0,1.17,0.96,-0.4,5.56,3.59,1.63,0,0,0,5,Bot,L,L,3,0,36,1,746304,664728,669373,ball,batter still up
SI,95.1,1.78,54.19,6.23,2636.0,80.0,1.28,0.86,0.79,4.01,3.44,1.57,1,0,0,5,Bot,L,L,3,0,36,2,746304,664728,669373,ball,batter still up
SI,96.0,1.91,54.33,6.14,2096.0,139.0,1.38,0.92,1.11,3.12,3.4,1.64,2,0,0,5,Bot,L,L,3,0,36,3,746304,664728,669373,hit_into_play,field_out
SL,89.2,1.94,54.3,6.12,2605.0,108.0,-0.04,0.61,0.37,2.75,3.67,1.75,0,0,1,5,Bot,R,L,3,0,37,1,746304,672580,669373,foul,batter still up
CH,85.7,1.78,54.39,6.13,1795.0,128.0,1.34,0.43,0.75,2.05,3.67,1.75,0,1,1,5,Bot,R,L,3,0,37,2,746304,672580,669373,hit_into_play,single
CH,83.9,1.8,54.35,6.22,1873.0,126.0,1.58,0.29,0.28,2.55,3.57,1.71,0,0,1,5,Bot,R,L,3,0,38,1,746304,677951,669373,foul,batter still up
SI,97.2,1.61,54.29,6.21,2204.0,135.0,1.49,1.12,-1.81,4.97,3.71,1.69,0,1,1,5,Bot,R,L,3,0,38,2,746304,677951,669373,ball,batter still up
FF,97.9,1.63,54.2,6.2,2248.0,152.0,0.64,1.35,-1.28,3.59,3.5,1.69,1,1,1,5,Bot,R,L,3,0,38,3,746304,677951,669373,ball,batter still up
SL,88.7,2.05,54.21,6.15,2512.0,187.0,0.16,0.76,-0.4,2.64,3.57,1.71,2,1,1,5,Bot,R,L,3,0,38,4,746304,677951,669373,foul,batter still up
CH,85.7,1.83,54.26,6.18,1698.0,119.0,1.71,0.55,1.71,1.63,3.53,1.69,2,2,1,5,Bot,R,L,3,0,38,5,746304,677951,669373,ball,batter still up
CH,85.0,1.88,54.19,6.12,1676.0,126.0,1.68,0.51,1.18,1.8,3.57,1.71,3,2,1,5,Bot,R,L,3,0,38,6,746304,677951,669373,hit_into_play,single
SL,90.1,2.1,54.1,6.1,2207.0,142.0,-0.11,0.64,0.04,3.31,3.45,1.62,0,0,1,5,Bot,L,L,3,0,39,1,746304,686469,669373,swinging_strike,batter still up
SL,89.0,1.9,54.17,6.18,2231.0,152.0,-0.18,0.56,0.01,2.96,3.45,1.62,0,1,1,5,Bot,L,L,3,0,39,2,746304,686469,669373,swinging_strike,batter still up
SL,90.2,1.9,54.07,6.11,2136.0,177.0,-0.17,0.58,-1.76,2.87,3.42,1.68,0,2,1,5,Bot,L,L,3,0,39,3,746304,686469,669373,ball,batter still up
SI,97.5,1.9,54.15,6.09,2146.0,135.0,1.45,0.9,-0.7,3.73,3.4,1.7,1,2,1,5,Bot,L,L,3,0,39,4,746304,686469,669373,ball,batter still up
FF,96.6,1.9,54.17,6.21,2348.0,140.0,0.84,1.4,1.02,2.92,3.45,1.62,2,2,1,5,Bot,L,L,3,0,39,5,746304,686469,669373,hit_into_play,single
SL,90.6,1.97,54.23,6.06,2225.0,163.0,0.26,0.53,0.11,2.56,3.64,1.72,0,0,1,5,Bot,R,L,4,0,40,1,746304,521692,669373,hit_into_play,grounded_into_double_play
FF,95.2,1.58,54.22,6.16,2081.0,144.0,0.33,1.29,0.0,2.14,3.37,1.53,0,0,0,1,Top,R,L,0,0,1,1,746467,457705,669373,called_strike,batter still up
CH,85.6,1.8,54.42,6.07,1690.0,127.0,1.21,0.56,0.4,2.45,3.48,1.7,0,1,0,1,Top,R,L,0,0,1,2,746467,457705,669373,foul,batter still up
FF,97.2,1.61,54.29,6.1,2213.0,143.0,0.62,1.3,1.27,2.51,3.47,1.56,0,2,0,1,Top,R,L,0,0,1,3,746467,457705,669373,ball,batter still up
FF,98.1,1.43,54.4,6.23,2147.0,148.0,0.5,1.33,0.79,4.32,3.47,1.58,1,2,0,1,Top,R,L,0,0,1,4,746467,457705,669373,ball,batter still up
FF,97.3,1.53,54.26,6.17,2258.0,147.0,0.7,1.46,0.37,2.56,3.48,1.7,2,2,0,1,Top,R,L,0,0,1,5,746467,457705,669373,foul,batter still up
SI,97.8,1.83,54.3,6.09,2159.0,149.0,1.29,0.84,-0.47,3.12,3.47,1.51,2,2,0,1,Top,R,L,0,0,1,6,746467,457705,669373,called_strike,strikeout
SL,90.0,1.86,54.24,6.06,2118.0,153.0,-0.21,0.65,-0.16,1.76,3.07,1.46,0,0,1,1,Top,R,L,0,0,2,1,746467,668804,669373,foul,batter still up
SL,89.8,2.05,54.43,6.05,2069.0,168.0,-0.39,0.28,0.41,2.06,3.07,1.46,0,1,1,1,Top,R,L,0,0,2,2,746467,668804,669373,swinging_strike,batter still up
CH,88.1,1.9,54.46,5.93,1758.0,127.0,1.15,0.03,0.44,0.77,3.07,1.46,0,2,1,1,Top,R,L,0,0,2,3,746467,668804,669373,swinging_strike_blocked,strikeout
FF,97.7,1.64,54.37,6.11,2311.0,146.0,0.37,1.41,0.77,1.82,3.19,1.45,0,0,2,1,Top,R,L,0,0,3,1,746467,656582,669373,called_strike,batter still up
FF,98.9,1.64,54.3,6.16,2278.0,156.0,0.27,1.33,0.81,3.03,3.24,1.56,0,1,2,1,Top,R,L,0,0,3,2,746467,656582,669373,ball,batter still up
SL,90.0,1.93,54.39,6.05,2108.0,144.0,-0.17,0.66,1.08,1.85,3.14,1.48,1,1,2,1,Top,R,L,0,0,3,3,746467,656582,669373,ball,batter still up
FF,98.1,1.69,54.29,6.07,2330.0,147.0,0.37,1.34,0.6,2.37,3.27,1.56,2,1,2,1,Top,R,L,0,0,3,4,746467,656582,669373,foul,batter still up
FF,99.1,1.8,54.3,6.09,2243.0,145.0,0.52,1.25,1.5,3.63,3.22,1.48,2,2,2,1,Top,R,L,0,0,3,5,746467,656582,669373,ball,batter still up
FF,98.8,1.46,54.3,6.19,2304.0,150.0,0.28,1.38,-0.16,2.54,3.27,1.56,3,2,2,1,Top,R,L,0,0,3,6,746467,656582,669373,hit_into_play,single
FF,96.8,1.65,54.23,6.18,1997.0,152.0,0.32,1.39,-0.34,4.84,3.73,1.79,0,0,2,1,Top,R,L,0,0,4,1,746467,658668,669373,ball,batter still up
FF,95.7,1.67,54.16,6.23,2161.0,158.0,0.44,1.4,-0.44,3.5,3.7,1.75,1,0,2,1,Top,R,L,0,0,4,2,746467,658668,669373,foul,batter still up
FF,95.9,1.54,54.11,6.18,2251.0,145.0,0.42,1.46,-0.4,1.93,3.7,1.75,1,1,2,1,Top,R,L,0,0,4,3,746467,658668,669373,foul,batter still up
SI,96.9,1.57,54.25,6.12,2188.0,150.0,0.87,1.39,-1.36,3.01,3.86,1.71,1,2,2,1,Top,R,L,0,0,4,4,746467,658668,669373,ball,batter still up
CH,86.1,1.72,54.24,5.97,1532.0,126.0,1.46,0.39,-0.23,1.17,3.7,1.75,2,2,2,1,Top,R,L,0,0,4,5,746467,658668,669373,foul,batter still up
FF,96.7,1.66,54.27,6.21,2244.0,143.0,0.35,1.5,0.53,3.06,3.7,1.75,2,2,2,1,Top,R,L,0,0,4,6,746467,658668,669373,swinging_strike,strikeout
FF,95.5,1.79,54.36,6.17,2048.0,144.0,0.49,1.48,0.63,2.6,3.25,1.51,0,0,0,2,Top,R,L,0,3,12,1,746467,663647,669373,called_strike,batter still up
KC,78.7,1.74,54.44,6.17,2367.0,324.0,-0.77,-0.8,0.89,0.85,3.17,1.49,0,1,0,2,Top,R,L,0,3,12,2,746467,663647,669373,ball,batter still up
SL,89.7,1.89,54.26,6.04,2136.0,150.0,-0.01,0.69,-0.69,0.13,3.15,1.39,1,1,0,2,Top,R,L,0,3,12,3,746467,663647,669373,ball,batter still up
SL,84.7,1.66,54.4,6.11,1787.0,134.0,0.38,1.36,0.15,2.64,3.28,1.57,2,1,0,2,Top,R,L,0,3,12,4,746467,663647,669373,swinging_strike,batter still up
CH,86.4,1.87,54.47,6.08,1691.0,130.0,1.31,0.47,0.26,-0.81,3.17,1.44,2,2,0,2,Top,R,L,0,3,12,5,746467,663647,669373,ball,batter still up
FF,97.3,1.6,54.35,6.18,2146.0,148.0,0.67,1.42,0.96,1.17,3.2,1.51,3,2,0,2,Top,R,L,0,3,12,6,746467,663647,669373,ball,walk
CH,83.5,1.76,54.48,6.12,1458.0,134.0,1.31,0.34,-0.08,1.07,3.39,1.56,0,0,0,2,Top,R,L,0,3,13,1,746467,693304,669373,swinging_strike,batter still up
FF,96.9,1.51,54.27,6.17,2171.0,152.0,0.49,1.4,-0.17,1.84,3.39,1.56,0,1,0,2,Top,R,L,0,3,13,2,746467,693304,669373,foul,batter still up
FF,97.2,1.78,54.27,6.14,2182.0,146.0,0.54,1.33,-0.7,2.7,3.39,1.56,0,2,0,2,Top,R,L,0,3,13,3,746467,693304,669373,swinging_strike,strikeout
FF,95.3,1.68,54.31,6.17,2049.0,143.0,0.61,1.52,0.14,2.63,3.25,1.51,0,0,1,2,Top,R,L,0,3,14,1,746467,518735,669373,called_strike,batter still up
FF,96.7,1.64,54.29,6.11,2240.0,145.0,0.61,1.38,0.62,1.75,3.23,1.39,0,1,1,2,Top,R,L,0,3,14,2,746467,518735,669373,called_strike,batter still up
CH,87.1,1.74,54.33,6.07,1593.0,126.0,1.16,0.72,-0.4,2.04,3.22,1.5,0,2,1,2,Top,R,L,0,3,14,3,746467,518735,669373,hit_into_play,single
CH,83.6,1.71,54.41,6.13,1515.0,130.0,1.05,0.53,0.01,2.39,3.55,1.64,0,0,1,2,Top,R,L,0,3,15,1,746467,572191,669373,swinging_strike,batter still up
FF,97.3,1.75,54.49,6.18,2224.0,144.0,0.43,1.36,0.99,3.32,3.51,1.54,0,1,1,2,Top,R,L,0,3,15,2,746467,572191,669373,ball,batter still up
FF,96.3,1.66,54.29,6.17,2326.0,146.0,0.27,1.48,0.04,2.55,3.55,1.64,1,1,1,2,Top,R,L,0,3,15,3,746467,572191,669373,swinging_strike,batter still up
FF,97.9,1.64,54.3,6.19,2310.0,153.0,0.5,1.36,-1.04,3.23,3.48,1.57,1,2,1,2,Top,R,L,0,3,15,4,746467,572191,669373,ball,batter still up
FF,97.8,1.58,54.27,6.17,2314.0,150.0,0.27,1.42,-0.28,1.63,3.46,1.54,2,2,1,2,Top,R,L,0,3,15,5,746467,572191,669373,called_strike,strikeout
FF,96.9,1.62,54.32,6.17,2218.0,140.0,0.38,1.45,0.09,2.21,3.4,1.64,0,0,2,2,Top,R,L,0,3,16,1,746467,675961,669373,called_strike,batter still up
SI,96.0,1.62,54.42,6.17,2085.0,145.0,1.1,0.9,-0.42,2.81,3.42,1.59,0,1,2,2,Top,R,L,0,3,16,2,746467,675961,669373,foul,batter still up
CH,88.1,2.03,54.43,5.94,1577.0,123.0,1.09,0.06,0.37,1.38,3.42,1.59,0,2,2,2,Top,R,L,0,3,16,3,746467,675961,669373,foul,batter still up
CH,88.5,1.99,54.43,5.97,1409.0,122.0,1.23,0.22,-0.95,1.3,3.35,1.49,0,2,2,2,Top,R,L,0,3,16,4,746467,675961,669373,ball,batter still up
FF,98.9,1.5,54.29,6.19,2447.0,149.0,0.47,1.49,-0.76,2.89,3.42,1.59,1,2,2,2,Top,R,L,0,3,16,5,746467,675961,669373,hit_into_play,field_out
SL,88.2,2.11,54.37,6.04,2018.0,140.0,-0.14,0.62,0.77,1.69,3.4,1.55,0,0,0,3,Top,R,L,0,3,21,1,746467,457705,669373,called_strike,batter still up
SL,88.9,2.07,54.35,5.94,2075.0,153.0,-0.09,0.43,0.86,1.62,3.46,1.54,0,1,0,3,Top,R,L,0,3,21,2,746467,457705,669373,called_strike,batter still up
CH,86.9,1.98,54.54,5.94,1475.0,124.0,0.73,0.59,-0.08,1.99,3.47,1.71,0,2,0,3,Top,R,L,0,3,21,3,746467,457705,669373,foul,batter still up
FF,98.5,1.62,54.43,6.21,2314.0,151.0,0.45,1.6,0.46,2.9,3.47,1.71,0,2,0,3,Top,R,L,0,3,21,4,746467,457705,669373,swinging_strike,strikeout
CH,84.9,1.87,54.36,6.04,1559.0,122.0,1.08,0.45,0.17,1.39,3.09,1.47,0,0,1,3,Top,R,L,0,3,22,1,746467,668804,669373,swinging_strike,batter still up
FF,98.0,1.52,54.37,6.19,2147.0,151.0,0.4,1.52,0.39,1.88,3.07,1.51,0,1,1,3,Top,R,L,0,3,22,2,746467,668804,669373,called_strike,batter still up
SL,90.9,1.81,54.32,6.1,2127.0,149.0,-0.34,0.56,0.44,0.83,3.12,1.49,0,2,1,3,Top,R,L,0,3,22,3,746467,668804,669373,ball,batter still up
SI,98.0,1.89,54.4,6.03,2095.0,140.0,1.26,0.86,0.41,3.29,3.09,1.47,1,2,1,3,Top,R,L,0,3,22,4,746467,668804,669373,foul,batter still up
FF,98.7,1.63,54.2,6.12,2265.0,146.0,0.59,1.45,0.14,1.94,3.09,1.47,1,2,1,3,Top,R,L,0,3,22,5,746467,668804,669373,hit_into_play,field_out
KC,79.1,1.67,54.27,6.08,2228.0,323.0,-0.21,-0.28,-0.68,1.62,3.26,1.56,0,0,2,3,Top,R,L,0,3,23,1,746467,656582,669373,swinging_strike,batter still up
SL,88.5,2.06,54.36,5.99,2108.0,161.0,-0.3,0.38,1.42,1.96,3.07,1.39,0,1,2,3,Top,R,L,0,3,23,2,746467,656582,669373,ball,batter still up
CH,85.5,1.78,54.36,5.98,1494.0,127.0,1.25,0.38,-0.74,1.76,3.26,1.56,1,1,2,3,Top,R,L,0,3,23,3,746467,656582,669373,swinging_strike,batter still up
FF,98.8,1.79,54.41,6.18,2252.0,154.0,0.3,1.36,0.79,4.73,3.06,1.53,1,2,2,3,Top,R,L,0,3,23,4,746467,656582,669373,ball,batter still up
FF,97.6,1.74,54.29,6.14,2199.0,145.0,0.55,1.36,0.24,2.77,3.26,1.56,2,2,2,3,Top,R,L,0,3,23,5,746467,656582,669373,foul,batter still up
FF,97.2,1.5,54.31,6.24,2103.0,152.0,0.41,1.42,0.5,3.5,3.19,1.45,2,2,2,3,Top,R,L,0,3,23,6,746467,656582,669373,ball,batter still up
SL,90.4,1.96,54.41,6.04,1988.0,152.0,-0.37,0.44,-0.07,2.42,3.26,1.56,3,2,2,3,Top,R,L,0,3,23,7,746467,656582,669373,hit_into_play,field_out
FF,96.7,1.64,54.36,6.2,2259.0,149.0,0.53,1.41,0.48,3.29,3.7,1.76,0,0,0,4,Top,R,L,0,3,27,1,746467,658668,669373,hit_into_play,field_out
FF,95.9,1.71,54.28,6.07,2140.0,144.0,0.56,1.16,0.91,2.64,3.27,1.53,0,0,1,4,Top,R,L,0,3,28,1,746467,663647,669373,called_strike,batter still up
KC,79.4,1.59,54.25,6.2,2324.0,319.0,-0.66,-0.42,1.19,2.62,3.17,1.43,0,1,1,4,Top,R,L,0,3,28,2,746467,663647,669373,ball,batter still up
FF,96.9,1.54,54.17,6.14,2161.0,147.0,0.52,1.3,-1.39,1.1,3.19,1.48,1,1,1,4,Top,R,L,0,3,28,3,746467,663647,669373,ball,batter still up
SI,96.7,1.86,54.31,6.01,2102.0,146.0,1.26,1.07,-0.52,3.63,3.19,1.45,2,1,1,4,Top,R,L,0,3,28,4,746467,663647,669373,ball,batter still up
FF,96.4,1.75,54.29,6.08,2108.0,146.0,0.5,1.23,-0.59,1.95,3.28,1.57,3,1,1,4,Top,R,L,0,3,28,5,746467,663647,669373,hit_into_play,field_out
SL,89.0,1.98,54.38,6.1,2105.0,163.0,-0.32,0.71,0.14,1.34,3.39,1.56,0,0,2,4,Top,R,L,0,3,29,1,746467,693304,669373,hit_into_play,single
FF,95.8,1.63,54.28,6.14,2128.0,147.0,0.51,1.37,-0.24,1.5,3.29,1.48,0,0,2,4,Top,R,L,0,3,30,1,746467,518735,669373,called_strike,batter still up
CH,85.8,2.0,54.37,6.04,1482.0,128.0,1.25,0.75,0.08,1.59,3.22,1.5,0,1,2,4,Top,R,L,0,3,30,2,746467,518735,669373,swinging_strike,batter still up
CH,86.8,1.87,54.49,6.01,1488.0,124.0,1.24,0.61,1.57,2.24,3.19,1.4,0,2,2,4,Top,R,L,0,3,30,3,746467,518735,669373,ball,batter still up
FF,98.9,1.55,54.36,6.07,2209.0,152.0,0.61,1.39,0.34,2.26,3.22,1.5,1,2,2,4,Top,R,L,0,3,30,4,746467,518735,669373,swinging_strike,strikeout
FF,96.6,1.51,54.3,6.14,2187.0,148.0,0.5,1.44,0.07,2.51,3.55,1.64,0,0,0,5,Top,R,L,0,3,34,1,746467,572191,669373,hit_into_play,field_out
FF,97.1,1.67,54.29,6.15,2236.0,150.0,0.59,1.47,0.81,1.8,3.34,1.61,0,0,1,5,Top,R,L,0,3,35,1,746467,675961,669373,called_strike,batter still up
SI,96.2,1.7,54.37,6.06,2186.0,146.0,1.14,1.15,-0.76,2.59,3.42,1.59,0,1,1,5,Top,R,L,0,3,35,2,746467,675961,669373,hit_into_play,field_out
KC,76.4,1.5,54.33,6.21,2159.0,314.0,-0.57,-0.35,0.07,3.42,3.4,1.56,0,0,2,5,Top,R,L,0,3,36,1,746467,457705,669373,called_strike,batter still up
CH,86.5,1.85,54.41,5.97,1503.0,123.0,1.42,0.32,0.66,1.76,3.47,1.71,0,1,2,5,Top,R,L,0,3,36,2,746467,457705,669373,hit_into_play,field_out
CH,84.5,1.73,54.4,6.12,1583.0,131.0,1.26,0.5,0.99,2.69,3.09,1.47,0,0,0,6,Top,R,L,0,7,46,1,746467,668804,669373,hit_into_play,field_out
CH,84.2,1.71,54.4,6.06,1524.0,126.0,1.11,0.61,-0.23,2.37,3.19,1.48,0,0,1,6,Top,R,L,0,7,47,1,746467,656582,669373,called_strike,batter still up
CH,87.8,1.76,54.41,6.07,1803.0,130.0,1.25,0.68,0.21,2.03,3.26,1.56,0,1,1,6,Top,R,L,0,7,47,2,746467,656582,669373,hit_into_play,field_out
FF,96.9,1.64,54.38,6.1,2322.0,148.0,0.63,1.51,0.74,2.31,3.68,1.66,0,0,2,6,Top,R,L,0,7,48,1,746467,658668,669373,called_strike,batter still up
SI,97.2,1.77,54.44,6.08,2146.0,149.0,1.15,1.05,0.79,3.33,3.7,1.76,0,1,2,6,Top,R,L,0,7,48,2,746467,658668,669373,foul,batter still up
FF,99.1,1.65,54.43,6.2,2139.0,149.0,0.31,1.27,0.3,4.54,3.76,1.74,0,2,2,6,Top,R,L,0,7,48,3,746467,658668,669373,ball,batter still up
CH,86.0,1.81,54.49,6.09,1514.0,128.0,1.3,0.52,0.42,3.16,3.7,1.76,1,2,2,6,Top,R,L,0,7,48,4,746467,658668,669373,hit_into_play,field_out
CH,84.1,1.66,54.38,6.07,1682.0,128.0,1.22,0.27,0.1,0.66,3.21,1.47,0,0,0,7,Top,R,L,0,8,55,1,746467,663647,669373,ball,batter still up
FF,94.1,1.52,54.42,6.25,2144.0,143.0,0.42,1.34,0.9,3.65,3.18,1.42,1,0,0,7,Top,R,L,0,8,55,2,746467,663647,669373,ball,batter still up
FF,93.8,1.8,54.44,6.13,2141.0,147.0,0.52,1.31,1.89,3.49,3.18,1.42,2,0,0,7,Top,R,L,0,8,55,3,746467,663647,669373,ball,batter still up
FF,94.3,1.53,54.44,6.2,2154.0,145.0,0.48,1.42,-0.03,2.6,3.36,1.45,3,0,0,7,Top,R,L,0,8,55,4,746467,663647,669373,called_strike,batter still up
FF,93.2,1.58,54.47,6.18,2065.0,144.0,0.51,1.28,0.45,2.59,3.28,1.57,3,1,0,7,Top,R,L,0,8,55,5,746467,663647,669373,hit_into_play,field_out
FF,95.6,1.58,54.29,6.13,2226.0,146.0,0.45,1.46,0.34,3.31,3.39,1.56,0,0,1,7,Top,R,L,0,8,56,1,746467,693304,669373,called_strike,batter still up
KC,77.3,1.55,54.31,6.17,2087.0,312.0,-0.54,-0.44,0.02,3.24,3.23,1.34,0,1,1,7,Top,R,L,0,8,56,2,746467,693304,669373,called_strike,batter still up
SI,97.8,1.78,54.4,6.19,2249.0,144.0,1.13,1.16,0.57,2.35,3.39,1.56,0,2,1,7,Top,R,L,0,8,56,3,746467,693304,669373,swinging_strike,strikeout
CH,84.9,1.81,54.43,6.06,1529.0,128.0,1.0,0.68,0.76,2.74,3.18,1.39,0,0,2,7,Top,R,L,0,8,57,1,746467,518735,669373,called_strike,batter still up
CH,86.0,1.61,54.4,6.18,1609.0,130.0,1.12,0.74,0.41,0.51,3.16,1.37,0,1,2,7,Top,R,L,0,8,57,2,746467,518735,669373,ball,batter still up
FF,96.4,1.47,54.35,6.14,2229.0,147.0,0.1,1.29,-0.72,3.14,3.22,1.5,1,1,2,7,Top,R,L,0,8,57,3,746467,518735,669373,hit_into_play,field_out
FF,96.2,1.84,53.83,6.17,2230.0,148.0,0.61,1.33,1.13,3.09,3.33,1.61,0,0,0,1,Bot,R,L,0,0,4,1,745009,543760,669373,ball,batter still up
FF,95.7,1.91,53.97,6.16,2205.0,146.0,0.76,1.41,1.57,2.91,3.24,1.61,1,0,0,1,Bot,R,L,0,0,4,2,745009,543760,669373,ball,batter still up
FF,96.0,1.59,53.76,6.16,2134.0,149.0,0.82,1.42,0.79,2.1,3.33,1.61,2,0,0,1,Bot,R,L,0,0,4,3,745009,543760,669373,foul,batter still up
SL,89.5,1.9,54.07,6.18,2208.0,181.0,-0.28,0.51,0.19,2.76,3.33,1.61,2,1,0,1,Bot,R,L,0,0,4,4,745009,543760,669373,swinging_strike,batter still up
CH,86.7,1.92,54.09,6.12,1770.0,130.0,1.3,0.33,0.27,2.19,3.33,1.61,2,2,0,1,Bot,R,L,0,0,4,5,745009,543760,669373,hit_into_play,home_run
SI,98.3,1.71,54.14,6.15,2166.0,147.0,1.0,1.13,1.3,3.43,3.67,1.56,0,0,0,1,Bot,L,L,1,0,5,1,745009,608369,669373,ball,batter still up
SI,97.4,1.94,53.88,6.05,2127.0,152.0,1.1,1.08,-0.23,3.33,3.59,1.56,1,0,0,1,Bot,L,L,1,0,5,2,745009,608369,669373,swinging_strike,batter still up
SI,96.0,1.84,53.86,6.01,2136.0,143.0,1.24,1.05,-0.16,2.45,3.59,1.56,1,1,0,1,Bot,L,L,1,0,5,3,745009,608369,669373,hit_into_play,field_out
FF,96.5,1.57,53.72,6.24,2197.0,150.0,0.58,1.2,0.64,2.44,3.13,1.41,0,0,1,1,Bot,R,L,1,0,6,1,745009,543257,669373,called_strike,batter still up
CH,85.4,1.73,54.14,6.12,1557.0,137.0,0.94,0.55,0.92,1.65,3.07,1.41,0,1,1,1,Bot,R,L,1,0,6,2,745009,543257,669373,swinging_strike,batter still up
SI,97.4,1.88,54.1,6.06,2090.0,145.0,1.13,0.92,-0.9,3.23,3.05,1.41,0,2,1,1,Bot,R,L,1,0,6,3,745009,543257,669373,ball,batter still up
CH,86.6,1.67,54.38,6.18,1713.0,137.0,1.14,0.41,1.25,2.01,3.05,1.41,1,2,1,1,Bot,R,L,1,0,6,4,745009,543257,669373,ball,batter still up
FF,96.0,1.72,54.09,6.16,2102.0,145.0,0.59,1.12,-0.27,2.89,3.07,1.41,2,2,1,1,Bot,R,L,1,0,6,5,745009,543257,669373,hit_into_play,field_out
