pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,release_spin_rate,spin_axis,pfx_x,pfx_z,plate_x,plate_z,sz_top,sz_bot,balls,strikes,outs_when_up,inning,inning_topbot,stand,p_throws,bat_score,fld_score,at_bat_number,pitch_number,game_pk,batter,pitcher,description,events
FF,95.7,1.64,54.13,6.47,2228.775347912525,147.88767395626243,0.71,1.47,-0.85,3.61,3.31,1.54,0,0,0,1,Bot,L,L,0,0,4,1,746821,643217,669373,ball,batter still up
SI,94.5,1.95,54.13,6.3,2117.5396341463415,146.0579268292683,1.41,1.05,0.5,2.61,3.27,1.51,1,0,0,1,Bot,L,L,0,0,4,2,746821,643217,669373,foul,batter still up
SL,86.4,1.89,54.13,6.38,2108.2866817155755,164.6117381489842,-0.12,0.48,-0.99,2.63,3.35,1.53,1,1,0,1,Bot,L,L,0,0,4,3,746821,643217,669373,ball,batter still up
FF,96.1,1.81,54.14,6.36,2228.775347912525,147.88767395626243,0.54,1.46,-0.43,2.47,3.27,1.51,2,1,0,1,Bot,L,L,0,0,4,4,746821,643217,669373,swinging_strike,batter still up
FF,98.0,1.81,54.13,6.33,2228.775347912525,147.88767395626243,0.81,1.38,0.33,3.01,3.27,1.51,2,2,0,1,Bot,L,L,0,0,4,5,746821,643217,669373,foul,batter still up
SI,96.4,1.93,54.13,6.24,2117.5396341463415,146.0579268292683,1.41,1.14,0.47,3.97,3.27,1.51,2,2,0,1,Bot,L,L,0,0,4,6,746821,643217,669373,foul,batter still up
SL,87.6,2.1,54.13,6.26,2108.2866817155755,164.6117381489842,-0.26,0.35,-1.05,1.2,3.27,1.51,2,2,0,1,Bot,L,L,0,0,4,7,746821,643217,669373,swinging_strike,strikeout
FF,97.4,1.75,54.13,6.4,2228.775347912525,147.88767395626243,0.5,1.26,0.08,3.53,3.31,1.47,0,0,1,1,Bot,R,L,0,0,5,1,746821,660162,669373,hit_into_play,field_out
CH,86.0,1.77,54.13,6.32,1690.7207100591716,129.35976331360948,1.19,0.68,-0.38,2.81,3.78,1.78,0,0,2,1,Bot,R,L,0,0,6,1,746821,673357,669373,called_strike,batter still up
CH,86.0,1.61,54.13,6.36,1690.7207100591716,129.35976331360948,1.28,0.36,-0.12,2.04,3.74,1.77,0,1,2,1,Bot,R,L,0,0,6,2,746821,673357,669373,hit_into_play,single
FF,95.7,1.74,54.13,6.34,2228.775347912525,147.88767395626243,0.72,1.53,0.01,3.64,3.41,1.64,0,0,2,1,Bot,R,L,0,0,7,1,746821,650391,669373,foul_tip,batter still up
SI,94.9,1.74,54.13,6.36,2117.5396341463415,146.0579268292683,1.23,0.84,-1.08,4.27,3.65,1.72,0,1,2,1,Bot,R,L,0,0,7,2,746821,650391,669373,ball,batter still up
CH,84.5,1.57,54.13,6.39,1690.7207100591716,129.35976331360948,1.41,0.55,-0.09,1.58,3.55,1.72,1,1,2,1,Bot,R,L,0,0,7,3,746821,650391,669373,ball,batter still up
FF,96.3,1.73,54.13,6.41,2228.775347912525,147.88767395626243,0.56,1.73,-0.9,3.94,3.41,1.64,2,1,2,1,Bot,R,L,0,0,7,4,746821,650391,669373,hit_into_play,field_out
FF,95.2,1.74,54.13,6.31,2228.775347912525,147.88767395626243,0.79,1.42,-1.79,1.76,3.4,1.61,0,0,0,2,Bot,R,L,0,0,12,1,746821,683734,669373,ball,batter still up
CH,85.1,1.83,54.13,6.32,1690.7207100591716,129.35976331360948,1.38,0.39,-1.31,2.35,3.43,1.62,1,0,0,2,Bot,R,L,0,0,12,2,746821,683734,669373,ball,batter still up
FF,95.8,1.64,54.13,6.37,2228.775347912525,147.88767395626243,0.7,1.57,-0.25,2.12,3.33,1.58,2,0,0,2,Bot,R,L,0,0,12,3,746821,683734,669373,hit_into_play,single
FF,95.4,1.89,54.13,6.27,2228.775347912525,147.88767395626243,0.86,1.54,-0.6,2.31,3.44,1.57,0,0,0,2,Bot,R,L,0,0,13,1,746821,657557,669373,foul_tip,batter still up
CH,85.2,1.56,54.13,6.4,1690.7207100591716,129.35976331360948,1.59,0.64,-0.6,-0.24,3.43,1.57,0,1,0,2,Bot,R,L,0,0,13,2,746821,657557,669373,blocked_ball,batter still up
CH,83.3,1.79,54.13,6.34,1690.7207100591716,129.35976331360948,1.34,0.58,-0.73,3.19,3.37,1.49,1,1,0,2,Bot,R,L,0,0,13,3,746821,657557,669373,called_strike,batter still up
SI,96.4,1.67,54.14,6.33,2117.5396341463415,146.0579268292683,1.25,1.31,-0.61,3.45,3.44,1.57,1,2,0,2,Bot,R,L,0,0,13,4,746821,657557,669373,swinging_strike,strikeout
SI,93.8,1.95,54.13,6.17,2117.5396341463415,146.0579268292683,1.38,1.16,-0.17,3.15,3.35,1.54,0,0,1,2,Bot,R,L,0,0,14,1,746821,607680,669373,called_strike,batter still up
SL,87.9,2.22,54.13,6.24,2108.2866817155755,164.6117381489842,-0.37,0.37,0.81,3.83,3.29,1.54,0,1,1,2,Bot,R,L,0,0,14,2,746821,607680,669373,ball,batter still up
SI,95.6,1.69,54.13,6.32,2117.5396341463415,146.0579268292683,1.39,1.02,-1.04,2.57,3.28,1.56,1,1,1,2,Bot,R,L,0,0,14,3,746821,607680,669373,ball,batter still up
CH,83.5,1.67,54.38,6.45,1690.7207100591716,129.35976331360948,1.22,0.46,-0.03,4.94,3.28,1.56,2,1,1,2,Bot,R,L,0,0,14,4,746821,607680,669373,ball,batter still up
FF,94.6,1.71,54.09,6.34,2228.775347912525,147.88767395626243,0.9,1.46,-0.16,2.88,3.27,1.58,3,1,1,2,Bot,R,L,0,0,14,5,746821,607680,669373,foul,batter still up
FF,97.6,1.55,53.91,6.41,2240.0,145.0,0.68,1.47,-1.38,2.91,3.27,1.58,3,2,1,2,Bot,R,L,0,0,14,6,746821,607680,669373,hit_into_play,force_out
FF,97.1,1.55,54.1,6.43,2346.0,148.0,0.71,1.55,0.15,2.96,3.14,1.45,0,0,2,2,Bot,R,L,0,0,15,1,746821,455117,669373,foul_tip,batter still up
CH,83.7,1.59,54.3,6.45,1776.0,133.0,1.44,0.64,-0.43,0.79,3.1,1.42,0,1,2,2,Bot,R,L,0,0,15,2,746821,455117,669373,blocked_ball,batter still up
CH,83.1,1.66,54.12,6.38,1696.0,132.0,1.24,0.58,-1.11,1.76,3.09,1.44,1,1,2,2,Bot,R,L,0,0,15,3,746821,455117,669373,ball,batter still up
FF,93.3,1.53,54.12,6.36,2237.0,147.0,0.94,1.46,-0.48,2.65,3.14,1.45,2,1,2,2,Bot,R,L,0,0,15,4,746821,455117,669373,foul,batter still up
KC,79.7,1.82,54.02,6.37,2341.0,319.0,-0.24,-0.34,0.01,2.16,3.14,1.45,2,2,2,2,Bot,R,L,0,0,15,5,746821,455117,669373,hit_into_play,field_out
SI,96.0,1.83,54.09,6.25,2109.0,143.0,1.19,1.12,0.53,3.23,2.87,1.36,0,0,0,3,Bot,L,L,0,1,21,1,746821,670032,669373,called_strike,batter still up
FF,97.4,1.98,54.2,6.32,2319.0,145.0,0.76,1.37,0.12,3.4,3.09,1.41,0,1,0,3,Bot,L,L,0,1,21,2,746821,670032,669373,foul,batter still up
SI,98.1,1.84,54.09,6.22,2219.0,138.0,1.2,1.27,0.32,2.83,3.09,1.41,0,2,0,3,Bot,L,L,0,1,21,3,746821,670032,669373,foul,batter still up
SI,98.4,1.98,54.24,6.22,2148.0,143.0,1.5,0.93,1.4,4.44,2.98,1.33,0,2,0,3,Bot,L,L,0,1,21,4,746821,670032,669373,ball,batter still up
FF,98.3,1.66,54.09,6.33,2241.0,146.0,0.83,1.51,-0.17,4.06,3.09,1.41,1,2,0,3,Bot,L,L,0,1,21,5,746821,670032,669373,foul,batter still up
SL,88.9,2.04,54.11,6.29,2022.0,159.0,-0.13,0.52,0.37,2.1,3.09,1.41,1,2,0,3,Bot,L,L,0,1,21,6,746821,670032,669373,foul,batter still up
SI,96.4,1.74,54.12,6.34,2119.0,142.0,1.36,1.0,0.87,3.57,3.09,1.41,1,2,0,3,Bot,L,L,0,1,21,7,746821,670032,669373,hit_into_play,field_out
SL,89.5,2.17,54.07,6.28,2098.0,157.0,-0.23,0.31,0.16,2.11,3.27,1.51,0,0,1,3,Bot,L,L,0,1,22,1,746821,643217,669373,hit_into_play,field_out
SL,90.2,2.1,54.22,6.3,2100.0,163.0,-0.13,0.6,0.52,2.45,3.37,1.45,0,0,2,3,Bot,R,L,0,1,23,1,746821,660162,669373,called_strike,batter still up
CH,86.0,1.7,54.32,6.41,1631.0,133.0,1.34,0.12,0.39,2.34,3.31,1.47,0,1,2,3,Bot,R,L,0,1,23,2,746821,660162,669373,swinging_strike,batter still up
CH,87.6,1.78,54.2,6.35,1747.0,131.0,1.51,0.3,0.94,2.21,3.31,1.47,0,2,2,3,Bot,R,L,0,1,23,3,746821,660162,669373,hit_into_play,field_out
CH,85.4,1.88,54.4,6.38,1629.0,135.0,1.48,0.43,0.53,2.12,3.74,1.77,0,0,0,4,Bot,R,L,0,1,28,1,746821,673357,669373,swinging_strike,batter still up
FF,96.6,1.86,54.21,6.37,2208.0,144.0,0.71,1.31,-0.35,3.35,3.74,1.77,0,1,0,4,Bot,R,L,0,1,28,2,746821,673357,669373,foul,batter still up
CH,88.0,1.72,54.39,6.39,1862.0,141.0,1.26,0.15,1.61,2.24,3.74,1.77,0,2,0,4,Bot,R,L,0,1,28,3,746821,673357,669373,swinging_strike,strikeout
CH,83.8,1.81,54.33,6.37,1780.0,131.0,1.53,0.4,0.19,2.41,3.62,1.89,0,0,1,4,Bot,R,L,0,1,29,1,746821,650391,669373,called_strike,batter still up
CH,85.4,1.61,54.28,6.46,1810.0,130.0,1.45,0.55,0.06,2.43,3.41,1.64,0,1,1,4,Bot,R,L,0,1,29,2,746821,650391,669373,foul,batter still up
SI,99.3,1.86,54.24,6.38,2161.0,144.0,1.32,1.11,-0.36,3.97,3.57,1.66,0,2,1,4,Bot,R,L,0,1,29,3,746821,650391,669373,ball,batter still up
SI,99.3,1.99,54.11,6.17,2333.0,138.0,1.3,1.13,0.26,2.62,3.41,1.64,1,2,1,4,Bot,R,L,0,1,29,4,746821,650391,669373,foul,batter still up
CH,87.7,1.59,54.25,6.35,1809.0,130.0,1.39,0.63,-0.07,1.75,3.41,1.64,1,2,1,4,Bot,R,L,0,1,29,5,746821,650391,669373,hit_into_play,single
SL,88.3,2.16,54.3,6.22,2060.0,167.0,-0.1,0.59,-0.07,3.54,3.39,1.55,0,0,1,4,Bot,R,L,0,1,30,1,746821,683734,669373,ball,batter still up
CH,83.9,1.8,54.24,6.35,1549.0,123.0,1.16,0.62,-1.01,1.95,3.36,1.62,1,0,1,4,Bot,R,L,0,1,30,2,746821,683734,669373,ball,batter still up
SI,95.6,1.76,54.17,6.27,2072.0,143.0,1.39,1.08,-0.57,3.54,3.45,1.58,2,0,1,4,Bot,R,L,0,1,30,3,746821,683734,669373,called_strike,batter still up
FF,96.2,1.82,54.14,6.26,2275.0,140.0,0.78,1.44,-0.44,3.2,3.33,1.58,2,1,1,4,Bot,R,L,0,1,30,4,746821,683734,669373,swinging_strike,batter still up
KC,80.4,1.91,54.05,6.28,2303.0,324.0,-0.23,-0.66,-1.36,2.15,3.3,1.55,2,2,1,4,Bot,R,L,0,1,30,5,746821,683734,669373,ball,batter still up
CH,85.5,1.54,54.23,6.45,1764.0,137.0,1.35,0.66,-0.94,3.05,3.39,1.62,3,2,1,4,Bot,R,L,0,1,30,6,746821,683734,669373,called_strike,strikeout
FF,97.1,1.67,54.09,6.38,2315.0,145.0,0.73,1.51,-0.63,3.15,3.44,1.57,0,0,2,4,Bot,R,L,0,1,31,1,746821,657557,669373,swinging_strike,batter still up
FF,95.3,1.68,54.02,6.41,2353.0,149.0,0.61,1.62,-0.54,2.23,3.44,1.57,0,1,2,4,Bot,R,L,0,1,31,2,746821,657557,669373,swinging_strike,batter still up
FF,97.9,1.64,54.17,6.48,2305.0,143.0,0.58,1.63,-1.65,2.64,3.44,1.57,0,2,2,4,Bot,R,L,0,1,31,3,746821,657557,669373,foul,batter still up
FF,96.5,1.7,54.07,6.42,2257.0,141.0,0.81,1.44,-0.31,3.87,3.44,1.57,0,2,2,4,Bot,R,L,0,1,31,4,746821,657557,669373,swinging_strike,strikeout
SI,96.0,1.71,54.09,6.38,2148.0,145.0,1.42,1.17,-1.45,3.09,3.37,1.61,0,0,0,5,Bot,R,L,0,1,36,1,746821,607680,669373,ball,batter still up
SL,88.2,2.13,54.14,6.29,2178.0,164.0,-0.25,0.47,0.36,1.28,3.27,1.58,1,0,0,5,Bot,R,L,0,1,36,2,746821,607680,669373,swinging_strike,batter still up
SI,96.1,1.77,54.1,6.36,2115.0,145.0,1.41,1.04,-0.14,3.76,3.27,1.58,1,1,0,5,Bot,R,L,0,1,36,3,746821,607680,669373,swinging_strike,batter still up
FF,98.2,1.46,54.23,6.49,2232.0,153.0,0.71,1.47,-1.07,3.61,3.38,1.56,1,2,0,5,Bot,R,L,0,1,36,4,746821,607680,669373,ball,batter still up
KC,76.9,1.66,53.96,6.5,2340.0,327.0,-0.47,-0.99,-0.3,1.92,3.27,1.58,2,2,0,5,Bot,R,L,0,1,36,5,746821,607680,669373,hit_into_play,field_out
SL,87.8,2.14,54.28,6.31,2111.0,161.0,-0.22,0.5,0.29,2.75,3.09,1.41,0,0,1,5,Bot,R,L,0,1,37,1,746821,455117,669373,called_strike,batter still up
SL,86.4,2.19,54.1,6.33,2080.0,203.0,-0.28,0.21,0.74,2.69,3.14,1.45,0,1,1,5,Bot,R,L,0,1,37,2,746821,455117,669373,foul,batter still up
FF,98.9,1.72,54.16,6.35,2405.0,148.0,0.77,1.51,-0.32,3.4,3.14,1.45,0,2,1,5,Bot,R,L,0,1,37,3,746821,455117,669373,swinging_strike,strikeout
SI,98.3,1.98,54.07,6.18,2156.0,142.0,1.13,1.14,0.0,2.3,3.09,1.41,0,0,2,5,Bot,L,L,0,1,38,1,746821,670032,669373,swinging_strike,batter still up
SI,98.5,1.59,53.99,6.34,2193.0,143.0,1.06,1.44,-0.76,1.27,3.11,1.42,0,1,2,5,Bot,L,L,0,1,38,2,746821,670032,669373,ball,batter still up
FF,95.3,1.66,54.0,6.36,2168.0,141.0,0.83,1.35,-0.05,2.74,3.09,1.41,1,1,2,5,Bot,L,L,0,1,38,3,746821,670032,669373,hit_into_play,field_out
SL,87.9,2.05,54.15,6.32,2076.0,158.0,-0.22,0.47,0.1,3.17,3.6,1.52,0,0,0,6,Bot,L,L,0,1,42,1,746821,643217,669373,called_strike,batter still up
SI,96.3,1.84,54.08,6.26,2168.0,145.0,1.28,1.01,0.31,4.25,3.34,1.52,0,1,0,6,Bot,L,L,0,1,42,2,746821,643217,669373,ball,batter still up
CH,84.0,1.86,54.25,6.3,1801.0,134.0,1.42,0.52,-0.3,1.26,3.27,1.51,1,1,0,6,Bot,L,L,0,1,42,3,746821,643217,669373,swinging_strike,batter still up
CH,85.4,1.69,54.44,6.38,1757.0,128.0,1.37,0.16,0.98,3.91,3.35,1.52,1,2,0,6,Bot,L,L,0,1,42,4,746821,643217,669373,ball,batter still up
SI,96.2,1.97,54.1,6.19,2142.0,137.0,1.34,0.92,0.2,1.83,3.27,1.51,2,2,0,6,Bot,L,L,0,1,42,5,746821,643217,669373,hit_into_play,field_out
CH,84.1,1.75,54.33,6.38,1575.0,132.0,1.35,0.52,-0.04,2.54,3.31,1.47,0,0,1,6,Bot,R,L,0,1,43,1,746821,660162,669373,swinging_strike,batter still up
FF,97.7,1.68,54.11,6.32,2256.0,139.0,0.98,1.4,0.07,2.18,3.31,1.47,0,1,1,6,Bot,R,L,0,1,43,2,746821,660162,669373,swinging_strike,batter still up
SI,97.3,1.89,54.13,6.27,2101.0,138.0,1.37,0.91,-0.37,2.69,3.31,1.47,0,2,1,6,Bot,R,L,0,1,43,3,746821,660162,669373,hit_into_play,field_out
FF,98.9,1.63,54.0,6.33,2281.0,145.0,0.64,1.43,-1.39,2.77,3.82,1.74,0,0,2,6,Bot,R,L,0,1,44,1,746821,673357,669373,ball,batter still up
FF,94.9,1.8,54.13,6.27,2208.0,138.0,0.88,1.36,1.24,3.69,3.81,1.75,1,0,2,6,Bot,R,L,0,1,44,2,746821,673357,669373,ball,batter still up
CH,84.3,1.69,54.34,6.44,1706.0,126.0,1.38,0.52,-0.12,2.31,3.74,1.77,2,0,2,6,Bot,R,L,0,1,44,3,746821,673357,669373,hit_into_play,field_out
FF,94.6,1.61,54.25,6.21,2053.0,151.0,0.67,1.27,0.54,2.73,3.39,1.57,0,0,0,1,Top,R,L,0,0,1,1,746497,680869,669373,called_strike,batter still up
CH,85.5,1.68,54.48,6.19,1624.0,131.0,1.31,0.45,0.9,2.5,3.48,1.6,0,1,0,1,Top,R,L,0,0,1,2,746497,680869,669373,hit_into_play,field_out
FF,95.5,1.52,54.19,6.19,2190.0,148.0,0.63,1.53,0.01,3.22,3.4,1.59,0,0,1,1,Top,R,L,0,0,2,1,746497,605204,669373,foul,batter still up
SI,96.5,1.67,54.22,6.09,2098.0,147.0,1.11,1.21,-1.35,3.48,3.34,1.52,0,1,1,1,Top,R,L,0,0,2,2,746497,605204,669373,ball,batter still up
SL,86.2,1.95,54.31,6.05,2034.0,182.0,-0.51,0.21,0.61,2.07,3.3,1.48,1,1,1,1,Top,R,L,0,0,2,3,746497,605204,669373,called_strike,batter still up
KC,80.6,1.74,54.16,6.16,2310.0,306.0,-0.45,-0.32,0.35,1.93,3.4,1.59,1,2,1,1,Top,R,L,0,0,2,4,746497,605204,669373,hit_into_play,field_out
FF,97.0,1.46,54.18,6.2,2277.0,149.0,0.19,1.64,-0.2,3.0,3.62,1.72,0,0,2,1,Top,R,L,0,0,3,1,746497,667670,669373,hit_into_play,single
CH,84.6,1.8,54.27,6.08,1576.0,128.0,1.22,0.21,0.39,2.3,3.29,1.51,0,0,2,1,Top,R,L,0,0,4,1,746497,669127,669373,foul,batter still up
FF,96.2,1.8,54.15,6.13,2244.0,146.0,0.31,1.04,-1.21,3.33,3.21,1.54,0,1,2,1,Top,R,L,0,0,4,2,746497,669127,669373,ball,batter still up
FF,96.0,1.5,54.28,6.17,2267.0,149.0,0.44,1.39,1.0,2.97,3.2,1.5,1,1,2,1,Top,R,L,0,0,4,3,746497,669127,669373,ball,batter still up
FF,95.5,1.59,54.2,6.16,2276.0,150.0,0.62,1.37,-0.8,3.06,3.29,1.51,2,1,2,1,Top,R,L,0,0,4,4,746497,669127,669373,foul,batter still up
FF,97.5,1.64,54.21,6.13,2306.0,150.0,0.61,1.51,0.45,3.35,3.29,1.51,2,2,2,1,Top,R,L,0,0,4,5,746497,669127,669373,swinging_strike,strikeout
FF,95.0,1.66,54.18,6.14,2061.0,148.0,0.57,1.46,0.22,2.83,3.48,1.64,0,0,0,2,Top,R,L,0,0,8,1,746497,663527,669373,called_strike,batter still up
SI,94.8,1.7,54.24,6.1,2041.0,148.0,1.22,0.99,-0.68,2.93,3.7,1.68,0,1,0,2,Top,R,L,0,0,8,2,746497,663527,669373,ball,batter still up
CH,84.6,1.78,54.38,6.13,1694.0,136.0,1.26,0.63,0.92,2.83,3.6,1.68,1,1,0,2,Top,R,L,0,0,8,3,746497,663527,669373,hit_into_play,field_out
CH,85.1,1.52,54.4,6.19,1699.0,133.0,1.21,0.45,0.43,2.07,3.27,1.56,0,0,1,2,Top,R,L,0,0,9,1,746497,647351,669373,called_strike,batter still up
CH,85.0,1.62,54.32,6.07,1687.0,133.0,0.98,0.62,0.4,1.95,3.35,1.62,0,1,1,2,Top,R,L,0,0,9,2,746497,647351,669373,swinging_strike,batter still up
FF,98.3,1.73,54.3,6.1,2185.0,141.0,0.43,1.31,-0.09,3.04,3.35,1.62,0,2,1,2,Top,R,L,0,0,9,3,746497,647351,669373,foul,batter still up
SI,97.0,1.66,54.26,6.03,2163.0,148.0,1.11,1.25,-0.22,3.75,3.35,1.62,0,2,1,2,Top,R,L,0,0,9,4,746497,647351,669373,foul,batter still up
FF,98.6,1.62,54.17,6.08,2292.0,150.0,0.44,1.6,0.29,2.76,3.35,1.62,0,2,1,2,Top,R,L,0,0,9,5,746497,647351,669373,swinging_strike,strikeout
SI,95.7,1.72,54.15,6.08,2072.0,148.0,1.23,0.87,0.99,2.71,3.35,1.63,0,0,2,2,Top,L,L,0,0,10,1,746497,668709,669373,swinging_strike,batter still up
SL,86.3,1.87,54.26,6.12,2109.0,211.0,-0.37,0.01,1.0,1.72,3.23,1.59,0,1,2,2,Top,L,L,0,0,10,2,746497,668709,669373,ball,batter still up
FF,97.9,1.82,54.29,5.98,2209.0,142.0,0.51,1.46,0.12,1.93,3.21,1.57,1,1,2,2,Top,L,L,0,0,10,3,746497,668709,669373,called_strike,batter still up
SL,90.5,1.84,54.15,6.0,2247.0,180.0,-0.42,0.56,-0.61,1.93,3.21,1.51,1,2,2,2,Top,L,L,0,0,10,4,746497,668709,669373,called_strike,strikeout
CH,83.9,1.78,54.36,6.14,1758.0,128.0,1.39,0.51,0.52,2.21,3.32,1.51,0,0,0,3,Top,R,L,0,0,14,1,746497,687231,669373,swinging_strike,batter still up
CH,84.6,1.73,54.28,6.1,1685.0,127.0,1.44,0.62,-0.03,1.48,3.32,1.51,0,1,0,3,Top,R,L,0,0,14,2,746497,687231,669373,swinging_strike,batter still up
CH,85.6,1.69,54.36,6.13,1730.0,133.0,1.37,0.56,1.46,2.39,3.32,1.51,0,2,0,3,Top,R,L,0,0,14,3,746497,687231,669373,foul,batter still up
SI,96.9,1.69,54.29,6.07,2154.0,147.0,1.08,1.04,-0.36,4.16,3.45,1.58,0,2,0,3,Top,R,L,0,0,14,4,746497,687231,669373,ball,batter still up
CH,84.6,1.57,54.52,6.18,1361.0,130.0,1.31,0.53,0.75,3.46,3.32,1.51,1,2,0,3,Top,R,L,0,0,14,5,746497,687231,669373,hit_into_play,field_out
FF,94.1,1.65,54.29,6.15,2130.0,142.0,0.45,1.2,0.05,2.7,3.02,1.43,0,0,1,3,Top,R,L,0,0,15,1,746497,669397,669373,hit_into_play,field_out
SL,86.2,2.06,54.29,5.97,2027.0,180.0,-0.14,0.36,0.59,3.27,3.39,1.55,0,0,2,3,Top,R,L,0,0,16,1,746497,680869,669373,called_strike,batter still up
CH,84.3,1.78,54.47,6.06,1650.0,130.0,1.31,0.69,1.85,3.07,3.41,1.48,0,1,2,3,Top,R,L,0,0,16,2,746497,680869,669373,ball,batter still up
FF,96.8,1.53,54.23,6.12,2085.0,146.0,0.52,1.36,0.21,2.0,3.47,1.54,1,1,2,3,Top,R,L,0,0,16,3,746497,680869,669373,called_strike,batter still up
FF,96.2,1.81,54.29,6.09,2164.0,139.0,0.81,1.44,1.68,3.16,3.47,1.57,1,2,2,3,Top,R,L,0,0,16,4,746497,680869,669373,ball,batter still up
CH,84.7,1.81,54.25,6.08,1677.0,131.0,1.09,0.68,-0.54,1.74,3.48,1.6,2,2,2,3,Top,R,L,0,0,16,5,746497,680869,669373,foul,batter still up
CH,85.2,1.52,54.36,6.27,1617.0,137.0,1.29,0.48,-0.2,2.04,3.48,1.6,2,2,2,3,Top,R,L,0,0,16,6,746497,680869,669373,swinging_strike,strikeout
SL,85.9,1.97,54.26,6.06,2126.0,171.0,-0.27,0.43,0.27,1.59,3.4,1.59,0,0,0,4,Top,R,L,0,0,20,1,746497,605204,669373,hit_into_play,field_out
SL,87.6,2.03,54.23,6.01,2196.0,172.0,-0.2,0.48,0.09,1.86,3.58,1.74,0,0,1,4,Top,R,L,0,0,21,1,746497,667670,669373,called_strike,batter still up
FF,96.4,1.68,54.2,6.13,2345.0,145.0,0.69,1.38,-1.23,3.45,3.67,1.75,0,1,1,4,Top,R,L,0,0,21,2,746497,667670,669373,ball,batter still up
FF,96.3,1.61,54.22,6.18,2244.0,148.0,0.49,1.43,0.56,2.44,3.62,1.72,1,1,1,4,Top,R,L,0,0,21,3,746497,667670,669373,foul,batter still up
SL,87.2,1.9,54.23,6.03,2050.0,162.0,-0.53,0.1,-1.32,1.36,3.62,1.72,1,2,1,4,Top,R,L,0,0,21,4,746497,667670,669373,swinging_strike,strikeout
SL,86.4,2.14,54.25,5.97,2030.0,195.0,-0.52,-0.01,0.78,1.8,3.13,1.4,0,0,2,4,Top,R,L,0,0,22,1,746497,669127,669373,called_strike,batter still up
CH,85.2,1.8,54.35,6.17,1771.0,136.0,1.14,0.32,0.2,2.45,3.29,1.51,0,1,2,4,Top,R,L,0,0,22,2,746497,669127,669373,swinging_strike,batter still up
CH,87.1,1.56,54.43,6.16,1800.0,134.0,1.07,0.67,1.68,2.02,3.13,1.48,0,2,2,4,Top,R,L,0,0,22,3,746497,669127,669373,ball,batter still up
CH,84.1,1.31,54.38,6.16,1721.0,136.0,1.2,0.59,-0.1,1.48,3.29,1.51,1,2,2,4,Top,R,L,0,0,22,4,746497,669127,669373,foul_tip,strikeout
SL,83.8,1.79,54.19,6.18,2026.0,168.0,-0.63,0.38,-1.33,1.94,3.5,1.66,0,0,0,5,Top,R,L,0,3,31,1,746497,663527,669373,ball,batter still up
CH,83.0,1.77,54.4,6.29,1609.0,131.0,1.36,0.64,1.29,2.76,3.57,1.63,1,0,0,5,Top,R,L,0,3,31,2,746497,663527,669373,ball,batter still up
FF,92.2,1.67,54.23,6.2,2081.0,149.0,0.66,1.35,0.4,3.57,3.65,1.71,2,0,0,5,Top,R,L,0,3,31,3,746497,663527,669373,ball,batter still up
FF,91.6,1.67,54.23,6.26,2040.0,150.0,0.53,1.35,0.11,4.15,3.52,1.71,3,0,0,5,Top,R,L,0,3,31,4,746497,663527,669373,ball,walk
FF,92.7,1.63,54.1,6.19,2124.0,150.0,0.53,1.38,-0.25,3.0,3.29,1.57,0,0,0,5,Top,R,L,0,3,32,1,746497,647351,669373,called_strike,batter still up
SL,85.8,2.01,54.34,6.09,1937.0,165.0,-0.05,0.55,0.78,3.05,3.35,1.62,0,1,0,5,Top,R,L,0,3,32,2,746497,647351,669373,swinging_strike,batter still up
FF,94.1,1.63,54.24,6.16,2159.0,139.0,0.88,1.34,0.18,2.36,3.35,1.62,0,2,0,5,Top,R,L,0,3,32,3,746497,647351,669373,hit_into_play,field_out
SI,93.8,1.88,54.29,6.12,2045.0,147.0,1.26,0.99,0.37,3.42,3.42,1.53,0,0,1,5,Top,L,L,0,3,33,1,746497,668709,669373,called_strike,batter still up
FF,92.8,1.39,54.11,6.26,2093.0,144.0,0.4,1.51,-2.13,2.08,3.21,1.53,0,1,1,5,Top,L,L,0,3,33,2,746497,668709,669373,ball,batter still up
SL,86.0,1.97,54.25,6.1,2089.0,208.0,-0.27,0.2,-0.15,2.51,3.35,1.63,1,1,1,5,Top,L,L,0,3,33,3,746497,668709,669373,foul,batter still up
SL,87.7,1.78,54.09,6.05,2038.0,206.0,-0.34,0.61,-1.34,3.19,3.16,1.43,1,2,1,5,Top,L,L,0,3,33,4,746497,668709,669373,ball,batter still up
FF,96.2,1.86,54.23,6.03,2252.0,146.0,0.44,1.4,-0.56,2.65,3.35,1.63,2,2,1,5,Top,L,L,0,3,33,5,746497,668709,669373,hit_into_play,force_out
SL,86.6,2.02,54.07,5.99,2002.0,153.0,-0.32,0.45,-0.85,2.35,3.32,1.51,0,0,2,5,Top,R,L,0,3,34,1,746497,687231,669373,foul,batter still up
FF,95.7,1.7,54.24,6.19,2263.0,149.0,0.56,1.56,0.44,3.29,3.32,1.51,0,1,2,5,Top,R,L,0,3,34,2,746497,687231,669373,foul,batter still up
SL,89.9,2.01,54.1,5.8,2054.0,146.0,-0.13,0.59,0.22,2.82,3.32,1.51,0,2,2,5,Top,R,L,0,3,34,3,746497,687231,669373,swinging_strike,strikeout
